Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
NRG Energy,United States of America,USA,Electricity Utilities,Yes,medium,US6293775085,2212922,01/10/2020,12/08/2020,Below 2 Degrees,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.751,0.805,0.711,0.627,0.605,0.742,0.717,0.694,0.671,0.648,0.624,0.601,0.578,0.555,0.532,0.509,0.486,0.463,0.439,0.416,0.393,0.37,0.347,0.324,0.301,0.278,0.254,0.231,0.208,0.185,0.162,0.139,0.116,0.093,0.069,0.046,0.023,
NRG Energy,United States of America,USA,Electricity Utilities,Yes,medium,US6293775085,2212922,01/09/2019,12/07/2019,Not Aligned,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.751,0.805,0.772,0.632,0.65,0.68,0.673,0.666,0.659,0.653,0.646,0.639,0.632,0.625,0.618,0.611,0.605,0.598,,,,,,,,,,,,,,,,,,,,
NS United Kaiun Kaisha,Japan,JPN,Shipping,No,small,JP3385000009,6805005,01/12/2020,23/10/2020,No or unsuitable disclosure,,Carbon intensity (gCO2 / t-km),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTPC,India,IND,Electricity Utilities,Yes,large,INE733E01010,B037HF1,01/10/2020,12/08/2020,Not Aligned,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",0.862,0.884,0.957,0.884,0.873,0.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTPC,India,IND,Electricity Utilities,Yes,large,INE733E01010,B037HF1,01/09/2019,12/07/2019,Not Aligned,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",0.862,0.884,0.957,0.884,0.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYK Line,Japan,JPN,Shipping,No,medium,JP3753000003,6643960,01/12/2020,23/10/2020,International Pledges,2019,Carbon intensity (gCO2 / t-km),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,6.3,6.6,6.2,5.85,5.6,5.49,5.38,5.28,5.17,5.06,4.95,4.84,4.73,4.63,4.52,4.41,4.35,4.28,4.22,4.16,4.1,4.03,3.97,3.91,3.84,3.78,3.72,3.65,3.59,3.53,3.47,3.4,3.34,3.28,3.21,3.15
NYK Line,Japan,JPN,Shipping,No,medium,JP3753000003,6643960,01/12/2019,07/11/2019,Below 2 Degrees,2017,Carbon intensity (gCO2 / t-km),"The company discloses an emissions intensity and target using an activity measure and emissions figure that is consistent with TPI’s methodology for this sector. Based on the information disclosed, it is assumed that the company's reported intensity for 2018 excludes emissions and activity data for vessels chartered out to the ONE joint venture.",,,6.3,6.6,6.2,5.9,5.7,5.6,5.5,5.4,5.2,5.1,5.0,4.9,4.8,4.6,4.5,4.4,,,,,,,,,,,,,,,,,,,,
Nakilat,Qatar,QAT,Shipping,No,medium,QA000A0KD6L1,B0MLBC9,01/12/2020,23/10/2020,No or unsuitable disclosure,,Carbon intensity (gCO2 / t-km),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nakilat,Qatar,QAT,Shipping,No,medium,QA000A0KD6L1,B0MLBC9,01/12/2019,07/11/2019,No or unsuitable disclosure,,Carbon intensity (gCO2 / t-km),"The company does not disclose sufficient data on current emissions or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Grid,United Kingdom,GBR,Electricity Utilities,Yes,large,GB00BDR05C01,BDR05C0,01/10/2020,08/12/2020,Below 2 Degrees,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,0.582,0.596,0.596,0.592,0.581,0.586,0.568,0.549,0.531,0.513,0.494,0.476,0.458,0.44,0.421,0.403,0.385,0.366,0.348,0.33,0.311,0.293,0.275,0.256,0.238,0.22,0.201,0.183,0.165,0.147,0.128,0.11,0.092,0.073,0.055,0.037,0.018,
National Grid,United Kingdom,GBR,Electricity Utilities,Yes,large,GB00BDR05C01,BDR05C0,01/09/2019,12/07/2019,Not Aligned,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,,,,0.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Grid,United Kingdom,GBR,Electricity Utilities,Yes,large,GB00BDR05C01,BDR05C0,01/07/2018,02/07/2018,Not Assessed,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neste,Finland,FIN,Oil & Gas,No,large,FI0009013296,B06YV46,01/10/2020,12/08/2020,Not Aligned,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,69.1,69.99,70.62,68.95,69.67,68.07,67.79,67.51,67.22,66.94,66.65,66.37,66.08,65.8,65.51,65.23,64.95,64.66,64.38,64.09,63.81,63.52,,,,,,,,,,,,,,,
Neste,Finland,FIN,Oil & Gas,No,large,FI0009013296,B06YV46,01/09/2019,02/08/2019,Not Aligned,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,68.395,67.024,68.229,66.364,67.385,66.954,66.524,66.487,66.45,66.413,66.376,66.339,66.302,66.265,66.228,66.191,66.155,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,Yes,large,US65339F1012,2328915,01/10/2020,12/08/2020,Paris Pledges,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.255,0.242,0.249,0.216,0.206,0.198,0.192,0.185,0.179,0.166,0.153,0.139,0.126,,,,,,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,Yes,large,US65339F1012,2328915,01/09/2019,12/07/2019,Below 2 Degrees,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.255,0.242,0.249,0.216,0.206,0.198,0.191,0.185,0.179,0.165,0.152,0.139,0.126,,,,,,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,Yes,large,US65339F1012,2328915,01/07/2018,02/07/2018,Below 2 Degrees,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),NextEra Energy has not disclosed a quantitative target to reduce its emissions which TPI can use to estimate future carbon performance.,0.255,0.242,0.249,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,Yes,large,US65339F1012,2328915,01/06/2017,05/05/2017,2 Degrees,2015,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,0.255,0.254,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Dragons Paper Industries,China,CHN,Paper,No,large,BMG653181005,B0WC2B8,01/02/2021,23/12/2020,Not Aligned,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company’s disclosure was not clear about whether the emissions figures used for this assessment include Scope 2 emissions. Based on further research, TPI concluded that Scope 2 emissions are likely included in the company’s reported emissions figures.",,,,,0.972,0.934,0.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Dragons Paper Industries,China,CHN,Paper,No,large,BMG653181005,B0WC2B8,01/02/2020,20/12/2019,Not Aligned,2018,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","Nine Dragons Paper Industries has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,0.9722,0.9339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Dragons Paper Industries,China,CHN,Paper,No,large,BMG653181005,B0WC2B8,01/11/2018,09/10/2018,No or unsuitable disclosure,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","Nine Dragons Paper Industries has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Dragons Paper Industries,China,CHN,Paper,No,large,BMG653181005,B0WC2B8,01/02/2018,14/02/2018,No or unsuitable disclosure,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Light Metal,Japan,JPN,Aluminium,No,small,JP3700200003,B51WP26,01/02/2021,23/12/2020,Not Assessed,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Light Metal,Japan,JPN,Aluminium,No,small,JP3700200003,B51WP26,01/02/2020,20/12/2019,Not Assessed,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Paper Industries,Japan,JPN,Paper,No,medium,JP3721600009,B8B8PJ2,01/02/2021,23/12/2020,Not Aligned,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,1.191,1.111,1.177,1.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Paper Industries,Japan,JPN,Paper,No,medium,JP3721600009,B8B8PJ2,01/02/2020,20/12/2019,Not Aligned,2018,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has set targets to reduce its absolute emissions. To calculate this companyís targeted emissions intensity, TPI has assumed that: The companyís pulp, paper and paperboard production grows according to the global growth rate projected in the IEAís Energy Technology Perspectives model ëReference Technologyí scenario.",,,,1.191135734,1.110721179,1.177103894,1.142872654,1.108641415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Paper Industries,Japan,JPN,Paper,No,medium,JP3721600009,B8B8PJ2,01/11/2018,09/10/2018,Not Aligned,2017,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","Nippon Paper Industries has emissions reduction targets expressed in total emissions. To calculate an emissions intensity, TPI has assumed that:
- The company’s emissions reduction target applies in equal proportion to its emissions from pulp, paper and paperboard production as to emissions from other parts of the business.
- The company’s future pulp, paper and paperboard production grows at the same rate as IEA projections.",1.23,1.21,1.21,1.19,1.11,1.1,1.1,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Paper Industries,Japan,JPN,Paper,No,medium,JP3721600009,B8B8PJ2,01/02/2018,14/02/2018,Not Aligned,2016,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",,1.211,1.19,1.191,1.189,1.169,1.148,1.127,1.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Steel,Japan,JPN,Steel,Yes,large,JP3381000003,6642569,01/02/2021,23/12/2020,Not Aligned,2019,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",1.99,2.0,2.02,1.99,2.01,2.02,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Steel,Japan,JPN,Steel,Yes,large,JP3381000003,6642569,01/02/2020,20/12/2019,Not Aligned,2018,Carbon intensity (tonnes of CO2 per tonne of steel),"Nippon Steel & Sumitomo Metal has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",2.24,2.0,2.02,1.99,2.01,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Steel,Japan,JPN,Steel,Yes,large,JP3381000003,6642569,01/09/2018,18/09/2018,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of steel),"Nippon Steel & Sumitomo Metal has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Steel,Japan,JPN,Steel,Yes,large,JP3381000003,6642569,01/09/2017,14/09/2017,Not Aligned,2015,Carbon intensity (tonnes of CO2 per tonne of steel),,1.97,1.99,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Japan,JPN,Autos,Yes,large,JP3672400003,6642860,01/12/2020,23/10/2020,2 Degrees (Shift-Improve),2018,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,144.0,141.0,140.0,141.0,140.0,139.0,135.0,132.0,129.0,125.0,122.0,118.0,114.0,110.0,107.0,103.0,99.0,96.0,92.0,88.0,84.0,81.0,77.0,73.0,69.0,66.0,62.0,58.0,54.0,51.0,47.0,43.0,40.0,36.0,32.0,28.0,25.0,21.0
Nissan,Japan,JPN,Autos,Yes,large,JP3672400003,6642860,01/12/2019,07/11/2019,Paris Pledges,2017,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),Nissan has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.,143.950158269321,141.446361529729,140.274440331992,141.049858964351,139.98121946895,136.562883905404,133.144548341858,129.726212778313,126.307877214767,125.4,121.981664436454,118.563328872909,115.144993309363,111.726657745818,108.308322182272,104.889986618727,101.471651055181,95.5428571428572,,,,,,,,,,,,,,,,,,,,
Nissan,Japan,JPN,Autos,Yes,large,JP3672400003,6642860,01/11/2018,12/10/2018,2 Degrees (Shift-Improve),2017,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Nissan has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
- Both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target.",144.0,141.0,140.0,141.0,142.0,132.0,122.0,112.0,107.0,102.0,98.0,93.0,89.0,85.0,82.0,78.0,75.0,71.0,,,,,,,,,,,,,,,,,,,,
Nissan,Japan,JPN,Autos,Yes,large,JP3672400003,6642860,01/02/2018,14/02/2018,2 Degrees (Shift-Improve),2015,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),,145.0,148.0,140.0,134.0,128.0,122.0,117.0,112.0,107.0,102.0,98.0,93.0,89.0,85.0,82.0,78.0,75.0,71.0,,,,,,,,,,,,,,,,,,,,
Nisshin Steel,Japan,JPN,Steel,No,medium,JP3676200003,B89C2N9,01/02/2020,20/12/2019,Not Aligned,2018,Carbon intensity (tonnes of CO2 per tonne of steel),TPI has not made any further assumptions in order to project this companyís Carbon Performance.,2.4,2.37,2.36,2.35,2.43,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
